id,organization,name,url,opens,deadline,amount,other_benefits,eligibility,area,flags,notes,last_verified
alzheimers-association-research-fellowship-for-all,Alzheimer's Association,Research Fellowship for All (AARFA),https://www.alz.org/research/for_researchers/grants/types-of-grants/aarfa,Annual (LOI window opens ~December/January),"LOI Feb 23, 2026; Application Apr 21, 2026","Up to $200,000 over up to 3 years","$10,000 completion stipend to the fellow and $10,000 to the mentor upon successful completion of the award","Postdoctoral researchers with a doctoral degree, within 10 years of terminal degree, full-time position at a nonprofit academic/medical/research institution, not yet holding independent faculty appointment",Health Sciences,,Broadened successor to the original AARF program; funds dementia and Alzheimer's-related research training for early-career scientists.,2026-07-01
ada-postdoctoral-fellowship,American Diabetes Association,Postdoctoral Fellowship,https://professional.diabetes.org/research-grants/current-funding-opportunities/postdoctoral-fellowships,Annual,Annual (check professional.diabetes.org for current cycle),"Salary stipend (scaled by experience) plus $7,000/year fringe and $8,000/year training allowance; up to $294,084 total over 3 years",Training allowance supports professional development activities,Postdoctoral researchers conducting diabetes-related research at US nonprofit institutions,Health Sciences,,Supports up to three years of postdoctoral training focused on diabetes research.,2026-07-01
hartwell-foundation-postdoctoral-fellowship,The Hartwell Foundation,Postdoctoral Fellowship (Individual Biomedical Research Award),https://thehartwellfoundation.com/Biomedical_Research_Fellowships.shtml,By institutional nomination (Foundation designates Top Ten Centers annually),By institutional nomination (varies by institution),"$50,000/year direct cost for 2 years","Funds may cover salary, health insurance, or scientific-meeting travel","US citizens/permanent residents holding a PhD or equivalent in early-stage research career, nominated internally by one of the Foundation's Top Ten Centers for Biomedical Research",Health Sciences,"Institutional nomination required; only available at Hartwell-designated Top Ten Center institutions, not an open application","Funds applied, early-stage biomedical research intended to benefit children in the US, awarded through a competitive internal institutional nomination process rather than direct individual application.",2026-07-01
anrf-postdoctoral-physician-scientist-fellowship,Arthritis National Research Foundation,Postdoctoral Physician Scientist Fellowship,https://curearthritis.org/research-grants/,Annual,"Jan 09, 2026","Up to $50,000 for 1 year",,"MD or MD/PhD enrolled in or having completed an ACGME-accredited rheumatology fellowship, within 5 years of doctoral degree, affiliated with a US nonprofit research institution",Health Sciences,,"Supports postdoctoral physician-scientists studying arthritis and related autoimmune diseases such as lupus, scleroderma, and psoriatic arthritis.",2026-07-01
glenn-afar-postdoctoral-fellowship-aging-research,American Federation for Aging Research (AFAR) / Glenn Foundation for Medical Research,Postdoctoral Fellowship in Aging Research,https://www.afar.org/grants/glenn-postdoc,Annual (LOI window opens ~December),"LOI Jan 27, 2026; full application ~late May 2026","$80,000 (1-year award)",Access to AFAR mentoring network and aging-research community,Postdoctoral fellows (MD/PhD or equivalent) conducting basic or translational aging research at a US nonprofit institution,Health Sciences,,One-year award supporting up to 12 postdoctoral fellows annually researching the basic biology of aging and its translational/clinical applications.,2026-07-01
komen-career-transition-award,Susan G. Komen,Career Transition Award (CTA),https://www.komen.org/breast-cancer-research/grants/programs/,Rolling (LOI announcement issued annually),"LOI Jul 24, 2026 (anticipated, FY26 cycle)","Up to $650,000 over up to 5 years (Phase 1: up to $100,000/year for up to 2 years of postdoctoral work; Phase 2: up to $150,000/year for up to 3 years as an independent investigator)",Structured two-phase mentored transition support from postdoctoral training into an independent tenure-track research career,"Postdoctoral and clinical fellows in the final years of mentored training pursuing breast cancer research, based at a US nonprofit institution, transitioning to independent faculty positions",Health Sciences,,Two-phase award bridging mentored postdoctoral research and early independent faculty research specifically in breast cancer; open regardless of citizenship provided the research is based at a US institution.,2026-07-01
dumbarton-oaks-junior-fellowship,Dumbarton Oaks (Harvard University),"Junior Fellowship in Byzantine, Garden & Landscape, or Pre-Columbian Studies",https://www.doaks.org/research/fellowships-and-awards/research-fellowships,Annual,"Nov 1, 2026","$25,000 (Junior Fellow, PhD candidate) or $35,000 (Fellow, recent PhD), per academic year","Campus housing or housing allowance, weekday lunch, health insurance option, on-site library/museum/collections access, resident scholarly community","PhD candidates (ABD, all preliminary requirements completed) or recent PhDs, in Byzantine Studies, Garden and Landscape Studies, or Pre-Columbian Studies",Humanities,,"Harvard-administered residential fellowship spanning three distinct humanities fields, each with dedicated library and collections at the Dumbarton Oaks campus in Washington, DC; single application portal covers all three fields.",2026-07-01
institute-for-advanced-study-school-of-historical-studies,Institute for Advanced Study (Princeton),School of Historical Studies Membership / Postdoctoral Fellowship,https://www.ias.edu/hs/apply,Annual,"Oct 15, 2026","Up to $80,000 (full year) or $40,000 (single term); dedicated Postdoctoral Fellowship pays $75,000/year","Office space, library access, subsidized dining and housing, administrative support, resident community of scholars","PhD in hand; early-career scholars specifically eligible via the dedicated Postdoctoral Fellowship (Medieval Studies; Europe and the World post-1800) and a Mellon Fellowship for current assistant professors, plus reduced reference requirements for PhDs earned in the last ~6 years",Humanities,,"General Membership is open to scholars at all career stages, but dedicated early-career sub-tracks (Postdoctoral Fellowship, Mellon Fellowship) specifically target recent PhDs and junior faculty.",2026-07-01
newberry-library-short-term-fellowship,Newberry Library,Short-Term Fellowship,https://www.newberry.org/research/fellowships/short-term-fellowships,Annual,"Dec 8, 2026","$3,000/month (select special awards up to $5,000/month)","Access to the Newberry's specialized research centers and collections (Renaissance studies, American Indian and Indigenous Studies, cartography); colloquia presentations","ABD PhD candidates, postdoctoral scholars, faculty, and holders of terminal non-PhD degrees (MFA/MLIS/MSW/JD)",Humanities,,Broad eligibility explicitly includes ABD graduate students; funds 1-2 month research visits to the Newberry's humanities collections in Chicago.,2026-07-01
newberry-library-long-term-fellowship,Newberry Library,Long-Term Fellowship,https://www.newberry.org/research/fellowships/long-term-fellowships,Annual,"Nov 21, 2026","$5,000/month",Full immersion in Newberry collections and community of fellows; works-in-progress presentations,PhD (or equivalent terminal degree) in hand; postdoctoral scholars (ABD not eligible),Humanities,,"4-9 month residential fellowship for postdoctoral humanities scholars; a distinct, postdoc-only tier from the Newberry's ABD-eligible Short-Term Fellowship.",2026-07-01
american-antiquarian-society-short-term-fellowship,American Antiquarian Society,Short-Term Fellowship,https://www.americanantiquarian.org/short-termfellowship,Annual,"Jan 15, 2027","$2,200/month (optional on-site housing $600-1,000/month, deductible)","Residency access to AAS library and collections in Worcester, MA; priority campus housing","ABD doctoral candidates, postdoctoral scholars, independent scholars, and faculty",Humanities,Cannot sponsor J-1 visas,Most of the 19 named short-term awards specifically target dissertation research by ABD graduate students in early American history and culture.,2026-07-01
